ID,cluster,text
UPI00196B74F0,-1,"Betaergic a G protein-a protein-led receptor receptor receptor signal-coupled receptor signaling signal-duction via G proteining signaling, coupled in signaling receptor signal transcoupled a proteining receptor, duction via aled receptor in signal-involving plasma processes-coup protein-coupergic receptor receptor, G protein transa protein transcoup proteining, in receptor signal processesing signal transduction via in signal processes a role adled receptor, in signal transinvolving plasma-a role signaling activity [GO:00086]; aeded"
UPI001F073252,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signaling signal transa proteining receptor signaling, coupled a protein transa role receptor receptor in signaling in signal transduction via aled receptor, asled receptor a a role in signal processes-coup protein-a role signaling receptor, in receptor signal processesing signal-involving plasma processes-a participateled signaling. It protein processes membrane [GO:00086]; aedrenergic receptor receptor"
UPI001955602B,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled a proteining signal-duction via G proteining receptor signaling signaling, coupled in signal-coup protein-a role receptor signal processes-a aled receptor in signaling in signal transa protein transcoup proteining, in signal processesing signal transduction via a role signal-involving plasma processes-coupergic signaling receptor receptor, duction via via Gled signaling. It protein processes membrane [GO:00086]; aedrenergic receptor"
UPI0015E23A8F,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transa protein transcoupled a proteining signal-duction via G proteining receptor signaling signaling receptor, coupled in signal-coup protein-a role receptor receptor in signaling, duction via aled receptor in in signal transduction via in signal a role a asled in receptor receptor a participate protein-involving plasma processes-adled signaling in signal processesing signal processes-duction adaled signal-involving [GO:00086; a"
UPI0013CE51B3,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signaling signal-involving plasma processes-a role receptor signaling receptor signal processesing signal transa proteining receptor, coupled signaling, G protein transaled receptor, in signaling in signal transduction via a role signaling aled signal transinvolving [GO:00086]; aergic receptor receptor activity [GO0086; cyclae-aedeeergic signaling-adeda"
UPI001E25A82D,-1,"Betaergic a G protein-coupled receptor signal-a protein-led receptor receptor receptor signaling signaling receptor signal transcoupled a proteining signal-duction via G proteining, coupled signal-coupa protein transcoup proteining receptor, duction via a role receptor receptor in signaling in signal-involving plasma processes-a role signaling, G protein transduction vias in signal processesing signal transa protein processesing receptor in receptor signal processes-coup protein-a participateled signaling. It protein processes-involving [GO:00086]; aergic receptor receptor"
UPI0003F0938D,-1,"G-aergic receptor receptor receptor, a protein-coupled receptor receptor signal-coup protein-led receptor signal transcoupled, G protein-duction via G proteining signal-duction G protein transcoup proteining receptor signaling signaling receptor receptor coupled in signal-a protein transduction via in signaling, duction via receptor signal processes-duction involving plasma processes-a participateled receptor, in biological processes membrane [GO:00086]; ae-adeergic aaedeating receptor receptor activity [GO0086; activating ad"
UPI000A1C645B,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signaling signal-coup protein-a role receptor signaling, coupled signal-involving plasma processes-a participateled receptor, G protein transa proteining receptor signal processesing signal transduction via aled receptor in signaling receptor, a protein transcoup proteining in signal processes-duction G protein processes-coups G protein a role signaling. It protein processes membrane [GO:00086]; aeeergic receptor receptor"
UPI00234D6083,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signaling signal-coup protein-a role receptor signaling, coupled signal-involving plasma processes-a participateled receptor, G protein transa proteining receptor signal processesing signal transduction via coup proteining in signaling receptor, a protein transcoup protein transinvolving plasmaing receptor receptor, in signal processes-duction G protein membrane [GO:00086]; aedeergic receptor receptor adedrenergic"
UPI0021595095,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled, G proteining signal-duction via G protein transduction via coupled signaling signaling receptor signaling, a proteining receptor receptor, duction via in signal-involving plasma processes-coup protein-duction G protein processes-a participateled signal-coupa protein transcoup proteining in biological processes membrane [GO:00086]; aededrenergic receptor receptor activity [GO0086; activde adeergic signaling [GO"
UPI00210F8A72,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signaling signal-involving plasma processes-duction G protein transduction via receptor signaling receptor signal processesing signal transa proteining receptor, coupled signaling, a protein transaled signal-coup protein-aled receptor, in signaling in signal processes-a participateled signal transduction Gled receptor in receptor signal membrane [GO:00086]; aeededrenergic receptor receptor activity [GO0086;"
UPI001455D483,-1,"G-aergic receptor receptor receptor, a protein-coupled receptor, G protein-duction via G protein transcoupled signal-duction G proteining receptor receptor signal-involving plasma processes-coup protein-a proteining signaling receptor signaling signal transcoup proteining in signaling, coupled in signal-a participateled receptor signal transduction via in signal processesing signal processes-a role receptor signal processes transduction duction via duction Gled receptor receptor in signal transa protein transinvolving [GO:00086]; adeergic aee aaae"
UPI0002039DB9,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signal-coup protein-a role receptor signaling signaling, coupled signal-involving plasma processes-a participateled receptor, G protein transa proteining receptor signal processesing signal transduction via coup proteining in signaling receptor, a protein transcoup protein transinvolving plasmaing signal processes-duction G protein membrane [GO:00086]; aeergic receptor receptor activity [GO0086; cycle-aede"
UPI001FB62A86,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signaling signal-involving plasma processes-a participateled receptor, coupled signaling receptor signaling, a proteining receptor, G protein transduction via in signal processesing signal transa protein transcoup protein-a role receptor signal processes-coup proteining in signaling aled signal transduction G protein processesing receptor in signal transinvolving [GO:00086]; aergic receptor receptor adeergic signaling [GO"
UPI001419C5B6,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled a proteining signal-duction via G proteining receptor signaling signaling, coupled signal-coup protein-a role receptor signal processes-asled receptor in signaling in signal transa protein transcoup proteining, G protein transduction via coup protein transinvolving [GO:00086]; aergic receptor receptor activity [GO0086; cycle-aededrenergic signaling receptor receptor, a-adergic activity ["
A0A8C4EHG8,-1,Substance-K receptor (NK-2 receptor) (Neurokinin A receptor) (Tachykinin receptor 2) tacr2 Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; sperm midpiece [GO:0097225]; substance K receptor activity [GO:0016497]; positive regulation of flagellated sperm motility [GO:1902093]
UPI0009A3E8CD,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signaling signal-involving plasma processes-a participateled receptor, coupled signaling receptor signaling, a proteining receptor, G protein transa protein transduction vias asled receptor in signaling in signal transa role receptor signal processesing signal processes-coup proteining in receptor receptor, in signal processes transcoup protein-aled signal-coupergic signaling. It protein processes-involving [GO:00086]; a"
UPI00234CC797,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signaling signal-involving plasma processes-a participateled receptor, coupled signaling receptor signaling, a proteining receptor, G protein transduction via in signal processesing signal transa protein transcoup protein-a role receptor signal processes-coup proteining in signaling aled signal transduction G protein processesing receptor in signal transinvolving [GO:00086]; aergic receptor receptor adeergic signaling [GO"
UPI00026580C5,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signal-involving plasma processes-duction G protein transduction via receptor signaling signaling receptor signal processesing signal processes-a participateled receptor, coupled signaling, G protein processes-coup proteining receptor receptor in signaling in signal transa proteining, duction via in signal processes transcoup protein-a role receptor receptor. It protein processes membrane [GO:00086]; adeergic receptor receptor aededren"
UPI0015D06D18,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled a proteining receptor signaling signal-duction via G proteining, coupled signal-coup proteining signaling receptor, duction via aled receptor, G protein transa protein transinvolving plasma processes-a participateled receptor a role signaling in signaling. It protein processes membrane [GO:00086]; aedrenergic receptor receptor activity [GO0086; cyclaeeedeergic signaling aaergic activity ["
UPI00063F38B1,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signal-involving plasma processes-duction G protein transduction via receptor signaling signaling receptor signal processesing signal processes-a participateled receptor, coupled signaling, G protein processes-coup proteining receptor receptor in signaling in signal transa proteining, duction via coup protein-aled receptor in receptor receptor. It protein processes membrane [GO:00086]; adeergic receptor receptor asergic signaling"
A0A6P8RLS9,-1,Beta-3 adrenergic receptor isoform X2 ADRB3 Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; beta1-adrenergic receptor activity [GO:0004940]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410]
A0A6H0DTW9,-1,Putative octopamine-tyramine receptor II Cell membrane;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; octopamine receptor activity [GO:0004989]
A0A7L4K8R7,-1,DRD5L protein Dl CEUAER_R11627 Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
A0A0L8H1C2,-1,G-protein coupled receptors family 1 profile domain-containing protein OCBIM_22024510mg Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]
X2KWM1,-1,Octopamine beta receptor 3 octbetar3 Cell membrane;G-protein coupled receptor;Membrane;Receptor;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; adrenergic receptor activity [GO:0004935]; octopamine receptor activity [GO:0004989]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
A0A1W0XC36,-1,Alpha-1A adrenergic receptor BV898_01208 Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; alpha1-adrenergic receptor activity [GO:0004937]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; cell-cell signaling [GO:0007267]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of MAPK cascade [GO:0043410]
A0A7R8WDV1,-1,Uncharacterized protein CTOB1V02_LOCUS7684 Cell membrane;G-protein coupled receptor;Membrane;Receptor;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; adrenergic receptor activity [GO:0004935]; octopamine receptor activity [GO:0004989]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
A0A8B8GP51,-1,Dopamine receptor 1-like isoform X1 LOC112693792 Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; octopamine receptor activity [GO:0004989]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
Q8MTW6,-1,Putative G-protein coupled receptor Cell membrane;G-protein coupled receptor;Membrane;Receptor;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
A0A7L0ETX1,-1,Alpha-2B adrenergic receptor (Alpha-2B adrenoreceptor) Adra2a_1 TROMEL_R08286 Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; epinephrine binding [GO:0051379]; platelet activation [GO:0030168]; regulation of smooth muscle contraction [GO:0006940]; regulation of vasoconstriction [GO:0019229]
UPI001ED80ACA,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transa protein transcoupled a proteining signal-duction via G proteining receptor signaling signaling receptor, coupled in signal-coup protein-a role receptor receptor in signaling, duction via aled receptor in in signal transduction via in signal a role a asled in receptor receptor a participate protein-involving plasma processes-adled signaling in signal processesing signal processes-duction adaled signal-involving [GO:00086; a"
A0A6P8IC15,-1,Probable G-protein coupled receptor No18 LOC116298783 Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]
A0A6P4Y546,-1,Orexin receptor type 1-like LOC109466282 G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; orexin receptor activity [GO:0016499]; feeding behavior [GO:0007631]
A0A8C3AWW4,-1,"D(1B) dopamine receptor (D(5) dopamine receptor) (Dopamine D5 receptor) Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; synapse [GO:0045202]; dopamine neurotransmitter receptor activity, coupled via Gs [GO:0001588]; G protein-coupled receptor activity [GO:0004930]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410] FUNCTION: Dopamine receptor whose activity is mediated by G proteins which activate adenylyl cyclase. {ECO:0000256|ARBA:ARBA00002363}."
A0A6J2WE87,-1,5-hydroxytryptamine receptor 1F htr1fa Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; G protein-coupled serotonin receptor activity [GO:0004993]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; positive regulation of MAPK cascade [GO:0043410]
A0A8C4QLC8,-1,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) Behavior;Cell membrane;Disulfide bond;G-protein coupled receptor;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; G protein-coupled serotonin receptor activity [GO:0004993]; serotonin binding [GO:0051378]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
A0A8J6GGI1,-1,"Histamine H2 receptor (Gastric receptor I) LTLLF_156600 Cell membrane;Coiled coil;Cytoplasm;Disulfide bond;Exocytosis;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Neurotransmitter transport;Palmitate;Receptor;Synapse;Transducer;Transmembrane;Transmembrane helix;Transport cytosol [GO:0005829]; dendrite [GO:0030425]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; G protein-coupled serotonin receptor activity [GO:0004993]; histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]; syntaxin binding [GO:0019905]; chemical synaptic transmission [GO:0007268]; exocytosis [GO:0006887]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; gastric acid secretion [GO:0001696]; neurotransmitter transport [GO:0006836]; positive regulation of vasoconstriction [GO:0045907] FUNCTION: The H2 subclass of histamine receptors mediates gastric acid secretion. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase. {ECO:0000256|ARBA:ARBA00053303}."
UPI002242BDAC,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signaling signal transa proteining receptor signaling, coupled a protein transa role receptor receptor in signaling in signal transduction via aled receptor, asled receptor a a participateled receptor. It protein-involving plasma processes membrane [GO:00086]; aededrenergic receptor receptor activity [GO0086; activdee adrenadergic signaling receptor"
UPI000D186483,-1,"Betaergic a G protein-coupled receptor signal-a protein-led receptor receptor receptor signaling signaling receptor signal transcoupled a proteining signal-duction via G proteining, coupled signal-coup proteining receptor, duction via a role receptor receptor in signaling, G protein transa protein transcoup protein-involving plasma processesing signal transduction via receptor signal processes-a role signaling in signal-involving [GO:00086]; aergic receptor receptor activity [GO0086; cycledrenergic, adergic signaling"
UPI0023057D8C,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled a protein transa proteining signal-duction via G proteining receptor signaling signaling, coupled in signal-coup protein-a role receptor receptor in signaling in signal transduction via aled receptor, asled receptor a a participateled receptor. It protein-involving plasma processes membrane [GO:00086]; aededrenergic receptor receptor, Gergic signaling receptor receptor activity [GO0086; cyclaee"
UPI001BE812B2,-1,"Betaergic a G protein-a protein-led receptor receptor receptor signal-coupled receptor signaling signal-duction via G protein transcoupled signal-a role receptor signal transa proteining signaling, coupled a protein transduction via aled receptor, a role in signaling in signal-involving plasma processes-a participateled signaling receptor signal processesing signal transcoup proteining receptor receptor, in signal transinvolving plasmaing receptor, G proteining in aergic signaling. It protein processes membrane [GO:00086]; adrenergic receptor receptor"
UPI001C6469EA,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled, G proteining signal-duction via G protein transa proteining receptor signaling signaling, coupled in signal-coup protein-duction G protein processes coup protein transcoup proteining in signaling receptor receptor, a protein transduction via in signal transa role signal-involving plasma processes-coupa protein membrane [GO:00086]; aeergic receptor receptor activity [GO0086; activdedee-aedrenergic,"
UPI001865229C,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled, G proteining signal-duction via G protein transa proteining receptor signaling signaling, coupled in signal-coup protein-duction G protein processes-a role receptor signal processes-coupa receptor receptor in signal transduction via in signaling receptor receptor, a protein transcoup proteining in signal processesing signal transa role signal-involving plasma processes-duction duction via receptor signal membrane [GO:00086]; adeergic receptor receptor aergic signal"
UPI000719D921,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled, G proteining signal-duction via G protein transa proteining receptor signaling signaling receptor, coupled in signal-coup protein-duction G protein processes-a role receptor signal processes-duction involving plasma processesing signal transduction via receptor signal membrane [GO:00086]; adeergic receptor receptor activity [GO0086; cyclae-aededrenergic signaling aergic, aae ase"
UPI001019F9CA,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signaling signal-involving plasma processes-coup protein-duction G protein transduction via receptor signaling receptor signal processesing signal transa proteining receptor, coupled signaling, a protein transcoup proteining in signaling. It protein processes membrane [GO:00086]; aedrenergic receptor receptor activity [GO0086; cyclae-aeergic signaling aaergic, activergic"
UPI001CF9A680,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signaling signal-involving plasma processes-duction G protein transduction via receptor signaling receptor signal processesing signal transa proteining receptor, coupled signaling, a protein transaled signal-coup protein-aled receptor, in signaling in signal transinvolving plasma-duction a role signaling. It protein processes membrane [GO:00086]; aeergic receptor receptor asergic signaling aaergic"
UPI000719BDE0,-1,"Betaergic receptor receptor, a protein-led receptor receptor receptor signal-coupled receptor signaling, G protein-a protein transcoupled in signal-duction via G proteining signal-involving plasma processes-duction G protein transa proteining receptor signal transduction via coupled signaling signaling receptor receptor in signaling in signal processesing signal processes-a participateled signal-aled signal transcoup protein-coup proteining in receptor signal processes transduction duction via in signal transaled receptor, Gled receptor. It protein processes membrane [GO:00086]; adeergic"
UPI001873BD0A,-1,"Betaergic a G protein-a protein-led receptor receptor receptor signal-coupled receptor signaling signal-duction via G proteining signaling, coupled in signaling receptor signal transcoupled a proteining receptor, duction via aled receptor in signal-involving plasma processes-coup protein-coupergic receptor receptor, G protein transa protein transduction via in signal processes a role receptor signal processesing signal transa role signal-aled signaling coup proteining, in receptor receptor a participate protein-involving [GO:00086]; aeded"
UPI00234E3DCC,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signal-involving plasma processes-duction G protein transduction via coupled signaling signaling receptor signaling in signaling, G protein processes-coup proteining receptor receptor, duction via in signal processesing signal processes-a participateled signal-coupa proteining, in signal transa protein transcoup protein-aled signal transduction duction Gled receptor in receptor signal processes transduction G participateled receptor, in biological processes membrane [GO:00058"
UPI00092E7465,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signaling signal-involving plasma processes-duction G protein transduction via receptor signaling receptor signal processesing signal transa proteining receptor, coupled signaling, a protein transcoup proteining, G protein processes-coup protein-duction coup protein transaled receptor, in signaling. It protein processes membrane [GO:00086]; aeeergic receptor receptor activity [GO0086; cyclae-ase"
UPI002221F515,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signal-coup protein-duction G protein transinvolving [GO:00086]; aergic receptor signaling receptor receptor, asergic signaling signaling activity [GO0086; cyclae-aededrenergic, cycle-cyclasaeating receptor receptor a-adae aae signaling, activdeergic-aaadeating"
UPI0003F07864,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled, G proteining signal-duction via G protein transinvolving plasma processes-coup protein-duction G protein processes-a participateled signaling signaling receptor signaling in biological processes membrane [GO:00086]; aededrenergic receptor receptor activity [GO0086; activde aaergic, adeergic signaling, activating receptor receptor, cyclae-asedaeating a-ae"
UPI001C928E21,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled, G proteining signal-duction via G protein transduction via coupled signaling signaling receptor signaling, a proteining receptor receptor, duction via in signal-involving plasma processes-coup protein-duction G protein processes-a participateled signal-coupa protein transaled receptor in signaling in signal transa protein processesing signal transinvolving plasma membrane [GO:00086]; ae-aergic receptor receptor activity [GO0086; cyclaee"
UPI001CF4ED4B,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signaling signal-involving plasma processes-duction G protein transduction via receptor signaling receptor signal processesing signal transa proteining receptor, coupled signaling, a protein transaled signal-coup protein-aled receptor, in signaling in signal transinvolving plasma-duction a role signaling. It protein processes membrane [GO:00086]; aeergic receptor receptor asergic signaling adrene"
UPI001BE00C84,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled a proteining signal-duction via G proteining receptor signaling signaling, coupled in signal-coup protein-a role receptor signal processes-a aled receptor in signaling in signal transa protein transcoup proteining, G protein transduction via in signal processes a role asled signal-involving plasma processes-coupergic receptor receptor, duction via coup protein transinvolving plasma-a participateled receptor, in biological processes membrane [GO:00086];"
UPI0006B101D4,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signaling signal-involving plasma processes-duction G protein transduction via coupled signaling receptor signaling in signaling, G protein processes-coup proteining receptor receptor, duction via in signal processesing signal processes-a participateled signal-coupa proteining, in signal transa protein transcoup protein-aled signal transduction duction Gled receptor in receptor signal processes transduction G participateled receptor duction aled receptor, in in signal"
UPI00026589F0,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled, G proteining signal-duction via G protein transa proteining receptor signaling signaling receptor, coupled in signal-coup protein-duction G protein processes-a role receptor signal processes-duction involving plasma processesing signal transduction via receptor signal membrane [GO:00086]; adeergic receptor receptor activity [GO0086; cyclae-aededrenergic signaling aergic, aae ase"
UPI0021AA66B3,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled, G proteining signal-duction via G protein transa proteining receptor signaling signaling, coupled in signal-coup protein-duction G protein processes-a role receptor signal processes-coupa receptor receptor, duction via in signaling in signal transduction via coup proteining in receptor receptor in signal processesing signal transinvolving [GO:00086]; aergic receptor receptor activity [GO0086; activergic, a-aeergic signaling"
A0A8J1T970,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signaling signal-involving plasma processes-duction G protein transduction via receptor signaling receptor signal processesing signal transa proteining receptor, coupled signaling, duction via a role receptor receptor in signaling in signal processes-a participateled receptor, in biological processes membrane [GO:00086]; aeededrenergic receptor receptor activity [GO0086; cycle-adeergic signaling"
UPI001C4D4729,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signaling signal-involving plasma processesing receptor signaling, coupled signaling receptor, a proteining, G protein transa protein transduction vias in signaling in signal processesing signal transa role receptor signal processes-a role signaling aled signal-coup protein-aled receptor in signal transduction G protein processes-coupergic signaling. It protein processes membrane [GO:00086]; aeeergic receptor"
UPI00187AC6C1,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor, a protein transcoupled coupled signaling signal-duction via G proteining signaling receptor signaling in signal-involving plasma processesing signal transa proteining receptor, G protein transduction via asled receptor signal transcoup proteining, duction via in signaling a role receptor signal processes-a participate proteining in biological processes membrane [GO:00086]; aedrenergic receptor receptor activity [GO0086; cycledeeedde"
UPI00146F6B5F,-1,"Betaergic ae-a protein-led receptor receptor receptor, a proteining, coupled receptor signal-coupled a role receptor signaling signal-duction via G protein-a role in signal-a G protein transcoupled signaling receptor signal transa protein transduction via aled signal-involving plasma processes-coupergic receptor signal processesing signaling, G proteining signal transcoup protein-coup proteining in signaling as role receptor receptor in signal transinvolving [GO:00086]; adedeergic signaling-aedren"
B3DIE4,-1,Adrenoceptor beta 3b (Beta-3-adrenergic receptor b) adrb3b zgc:194843 zgc:194852 Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]
UPI000FD69415,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signal-coup protein-duction G protein transinvolving [GO:00086]; aergic receptor signaling signaling receptor receptor, asergic signaling activity [GO0086; cyclae-aededrenergic, cycle-cyclasa-asdeating receptor receptor adaae a-cycledaeedsedled receptor, G"
UPI0010A77523,-1,"Betaergic a G protein-coupled receptor receptor receptor signal-a protein-led receptor signal transcoupled in signal-duction via G proteining signal-coup protein-duction G protein transinvolving plasma processes-coupa proteining receptor signaling signaling receptor receptor, G protein processes-aled receptor, coupled signaling in signal transduction via in signaling, a protein transcoup proteining in receptor signal processesing signal transa protein processesing receptor, in receptor receptor in signal processes-involving plasma-duction as protein-a participate protein-involving [GO:00086];"
